recordDate,fiscalQuarter,productionDept,dayOfWeek,team,plannedEfficiency,standardMinuteValue,workInProgress,overtimeMinutes,performanceBonus,idleMinutes,idleWorkers,styleChangeCount,workerCount,efficiencyScore,idleOccurred
2015-01-05,Q1,Stitching Unit,Monday,Line-S3,0.75,19.87,944.0,6600,45,0.0,0,No Style Change,55.0,0.75024303,0
2015-01-10,Q2, Finishing & Quality ,Saturday,Line-S1,0.8,3.94,1039.0,2160,0,0.0,0,No Style Change,8.0,0.985,0
2015-02-03,Q1,Stitching Unit,Tuesday,Line-P2,0.8,15.26,1029.0,2040,50,0.0,0,No Style Change,35.0,0.800259023,0
2015-02-10,Q2,Stitching Unit,Tuesday,Line-F2,0.75,30.1,855.0,7020,45,0.0,0,No Style Change,58.0,0.750356125,0
2015-02-05,Q1,Finishing & Quality,Thursday,Line-S1,0.8,3.94,1039.0,1440,0,0.0,0,No Style Change,12.0,0.845458333,0
2015-01-08,Q2,Stitching Unit,Thursday,Line-C2,0.8,25.9,1026.0,10170,60,0.0,0,No Style Change,56.5,0.850136766,0
2015-02-15,Q3,Stitching Unit,Sunday,Line-P1,0.65,11.41,800.5,2640,23,0.0,0,Major Design Shift,53.0,0.650223718,0
2015-01-24,Q4,Stitching Unit,Saturday,Line-F2,0.7,20.4,1252.5,10440,50,0.0,0,No Style Change,58.0,0.700250784,0
2015-02-16,Q3,Finishing & Quality,Monday,Line-Q1,0.8,3.94,1039.0,1200,0,0.0,0,No Style Change,10.0,0.960433333,0
2015-01-29,Q5, Finishing & Quality ,Thursday,Line-S1,0.75,3.94,1039.0,1200,0,0.0,0,No Style Change,10.0,0.853666667,0
2015-03-01,Q1,Finishing & Quality,Sunday,Line-S1,0.6,3.94,1039.0,3360,0,0.0,0,No Style Change,8.0,0.448722222,0
2015-01-29,Q5, Finishing & Quality ,Thursday,Line-C2,0.65,4.15,1039.0,960,0,0.0,0,No Style Change,8.0,0.877552083,0
2015-02-08,Q2,Stitching Unit,Sunday,Line-F1,0.65,30.1,800.5,6780,44,0.0,0,Minor Style Revision,56.5,0.568259587,0
2015-01-20,Q3,Stitching Unit,Tuesday,Line-F2,0.7,20.4,1252.5,10260,50,0.0,0,No Style Change,57.0,0.700063796,0
2015-01-22,Q4,Stitching Unit,Thursday,Line-P2,0.6,15.26,1252.5,6960,23,0.0,0,No Style Change,34.0,0.600436426,0
2015-01-01,Q1,Stitching Unit,Thursday,Line-C2,0.8,26.16,1108.0,7080,98,0.0,0,No Style Change,59.0,0.940725424,0
2015-01-21,Q3, Finishing & Quality ,Wednesday,Line-F2,0.7,4.15,1039.0,2400,0,0.0,0,No Style Change,8.0,0.758173077,0
2015-03-11,Q2,Finishing & Quality,Wednesday,Line-C1,0.65,3.9,1039.0,960,0,0.0,0,No Style Change,8.0,0.625625,0
2015-01-27,Q4,Stitching Unit,Tuesday,Line-F2,0.5499999999999998,20.79,1252.5,6960,30,0.0,0,No Style Change,58.0,0.500035345,0
2015-03-10,Q2,Finishing & Quality,Tuesday,Line-Q2,0.7,2.9,1039.0,960,0,0.0,0,No Style Change,8.0,0.39875,0
2015-02-24,Q4,Stitching Unit,Tuesday,Line-Q1,0.7,18.79,1068.0,3000,30,0.0,0,Minor Style Revision,52.0,0.700256795,0
2015-01-11,Q2,Stitching Unit,Sunday,Line-Q1,0.8,26.16,1095.0,10620,88,0.0,0,No Style Change,59.0,0.900215716,0
2015-01-26,Q4,Stitching Unit,Monday,Line-F2,0.75,20.4,1118.0,10320,56,0.0,0,No Style Change,58.0,0.750031447,0
2015-01-07,Q1, Finishing & Quality ,Wednesday,Line-F2,0.7,4.15,1039.0,1440,0,0.0,0,No Style Change,8.0,0.330113636,0
2015-02-07,Q1,Finishing & Quality,Saturday,Line-S2,0.8,3.94,1039.0,3000,0,0.0,0,No Style Change,25.0,1.050666667,0
2015-01-31,Q5, Finishing & Quality ,Saturday,Line-P1,0.65,3.94,1039.0,600,0,0.0,0,No Style Change,5.0,0.971866667,0
2015-01-06,Q1, Finishing & Quality ,Tuesday,Line-Q2,0.75,3.94,1039.0,1440,0,0.0,0,No Style Change,8.0,0.809640152,0
2015-03-10,Q2,Stitching Unit,Tuesday,Line-P2,0.8,15.26,1069.0,4080,63,0.0,0,No Style Change,34.0,0.800401961,0
2015-01-11,Q2,Stitching Unit,Sunday,Line-P2,0.8,11.61,896.0,5670,50,0.0,0,No Style Change,31.5,0.800246753,0
2015-02-19,Q3,Finishing & Quality,Thursday,Line-F3,0.8,2.9,1039.0,4320,0,0.0,0,No Style Change,18.0,0.785864198,0
2015-03-01,Q1,Stitching Unit,Sunday,Line-S1,0.6,26.66,1252.5,6840,38,0.0,0,No Style Change,57.0,0.700019883,0
2015-01-14,Q2,Stitching Unit,Wednesday,Line-F2,0.7,20.79,965.0,7320,0,0.0,0,No Style Change,58.0,0.700095563,0
2015-01-05,Q1,Stitching Unit,Monday,Line-C2,0.8,25.9,1047.0,6780,38,0.0,0,No Style Change,56.5,0.800684366,0
2015-01-08,Q2,Stitching Unit,Thursday,Line-F1,0.8,28.08,942.0,10530,75,0.0,0,No Style Change,58.5,0.850181818,0
2015-01-18,Q3, Finishing & Quality ,Sunday,Line-P1,0.65,4.15,1039.0,2160,0,0.0,0,No Style Change,12.0,0.838383838,0
2015-02-08,Q2,Stitching Unit,Sunday,Line-F3,0.75,18.79,800.5,3960,34,0.0,0,No Style Change,33.0,0.75065101,0
2015-01-19,Q3,Stitching Unit,Monday,Line-F1,0.7,22.52,930.0,10260,63,0.0,0,No Style Change,57.0,0.750068049,0
2015-03-02,Q1,Finishing & Quality,Monday,Line-C2,0.75,4.6,1039.0,3360,0,0.0,0,No Style Change,8.0,0.773333333,0
2015-01-29,Q5, Finishing & Quality ,Thursday,Line-F1,0.8,4.3,1039.0,1200,0,0.0,0,No Style Change,10.0,0.989,0
2015-02-28,Q4,Finishing & Quality,Saturday,Line-S3,0.8,4.6,1039.0,6300,0,0.0,0,No Style Change,15.0,0.921703704,0
2015-02-26,Q4,Stitching Unit,Thursday,Line-P2,0.8,15.26,1065.0,4080,63,0.0,0,No Style Change,34.0,0.800401961,0
2015-01-28,Q4, Finishing & Quality ,Wednesday,Line-C1,0.6,3.94,1039.0,960,0,0.0,0,No Style Change,8.0,0.406354167,0
2015-01-20,Q3,Stitching Unit,Tuesday,Line-F3,0.8,11.41,1047.0,5580,63,0.0,0,No Style Change,31.0,0.800261486,0
2015-02-26,Q4,Stitching Unit,Thursday,Line-F2,0.5499999999999998,27.48,800.5,6840,38,0.0,0,Minor Style Revision,57.0,0.449964912,0
2015-01-10,Q2,Stitching Unit,Saturday,Line-S3,0.75,19.87,1075.0,7080,45,0.0,0,No Style Change,56.0,0.750098351,0
2015-01-03,Q1,Stitching Unit,Saturday,Line-P1,0.8,11.61,1005.0,7080,50,0.0,0,No Style Change,29.5,0.800237288,0
2015-01-29,Q5, Finishing & Quality ,Thursday,Line-S3,0.8,3.94,1039.0,960,0,0.0,0,No Style Change,8.0,0.4925,0
2015-01-12,Q2, Finishing & Quality ,Monday,Line-S1,0.8,3.94,1039.0,1440,0,0.0,0,No Style Change,8.0,0.955151515,0
2015-02-23,Q4,Finishing & Quality,Monday,Line-F3,0.8,2.9,1039.0,960,0,0.0,0,No Style Change,8.0,0.3715625,0
2015-01-10,Q2, Finishing & Quality ,Saturday,Line-F2,0.5499999999999998,4.15,1039.0,1440,0,0.0,0,No Style Change,8.0,0.337973485,0
2015-02-10,Q2,Stitching Unit,Tuesday,Line-F1,0.7,30.1,855.0,7020,40,0.0,0,Minor Style Revision,58.0,0.700618234,0
2015-01-11,Q2, Finishing & Quality ,Sunday,Line-S1,0.8,3.94,1039.0,1440,0,0.0,0,No Style Change,8.0,0.873068182,0
2015-01-31,Q5,Stitching Unit,Saturday,Line-S3,0.8,22.52,1136.0,6960,113,0.0,0,No Style Change,58.0,1.000457471,0
2015-02-24,Q4,Finishing & Quality,Tuesday,Line-Q1,0.7,2.9,1039.0,1800,0,0.0,0,No Style Change,15.0,0.726933333,0
2015-03-04,Q1,Finishing & Quality,Wednesday,Line-S3,0.8,4.6,1039.0,1200,0,0.0,0,No Style Change,10.0,0.939166667,0
2015-01-28,Q4, Finishing & Quality ,Wednesday,Line-C2,0.65,4.15,1039.0,960,0,0.0,0,No Style Change,8.0,0.553333333,0
2015-01-05,Q1,Stitching Unit,Monday,Line-P2,0.8,11.61,1037.0,7200,50,0.0,0,No Style Change,32.0,0.800246011,0
2015-03-10,Q2,Stitching Unit,Tuesday,Line-C1,0.6,30.48,1017.0,6840,25,0.0,0,Minor Style Revision,57.0,0.630402924,0
2015-02-03,Q1, Finishing & Quality ,Tuesday,Line-Q1,0.75,3.94,1039.0,1320,0,0.0,0,No Style Change,11.0,0.919954545,0
2015-01-13,Q2,Stitching Unit,Tuesday,Line-P1,0.7,27.13,800.5,9540,37,0.0,0,No Style Change,53.0,0.582301029,0
2015-01-12,Q2,Stitching Unit,Monday,Line-F1,0.5499999999999998,22.4,800.5,7350,0,0.0,0,No Style Change,51.5,0.35063299,0
2015-02-25,Q4,Finishing & Quality,Wednesday,Line-F3,0.75,2.9,1039.0,960,0,0.0,0,No Style Change,8.0,0.410833333,0
2015-01-08,Q2,Stitching Unit,Thursday,Line-C1,0.8,25.9,1050.0,10170,60,0.0,0,No Style Change,56.5,0.850136766,0
2015-03-03,Q1,Finishing & Quality,Tuesday,Line-S2,0.5499999999999998,3.9,1039.0,6300,0,0.0,0,No Style Change,15.0,0.567377778,0
2015-03-02,Q1,Finishing & Quality,Monday,Line-S3,0.8,4.6,1039.0,10080,0,0.0,0,No Style Change,24.0,0.86037037,0
2015-01-11,Q2, Finishing & Quality ,Sunday,Line-P1,0.8,4.15,1039.0,1440,0,0.0,0,No Style Change,8.0,0.668087121,0
2015-01-04,Q1, Finishing & Quality ,Sunday,Line-Q1,0.8,3.94,1039.0,960,0,0.0,0,No Style Change,8.0,0.931645833,0
2015-01-07,Q1,Stitching Unit,Wednesday,Line-C2,0.8,25.9,1135.0,10170,60,0.0,0,No Style Change,56.5,0.850136766,0
2015-02-18,Q3,Stitching Unit,Wednesday,Line-C2,0.65,29.4,962.0,4560,0,4.5,30,Major Design Shift,57.0,0.251399254,1
2015-02-02,Q1,Stitching Unit,Monday,Line-P2,0.8,15.26,1252.5,3600,63,0.0,0,No Style Change,35.0,0.800401961,0
2015-03-08,Q2,Stitching Unit,Sunday,Line-F1,0.75,26.82,1082.0,6840,65,0.0,0,No Style Change,57.0,0.850084211,0
2015-03-09,Q2,Finishing & Quality,Monday,Line-Q1,0.75,2.9,1039.0,0,3600,0.0,0,No Style Change,15.0,0.841,0
2015-03-10,Q2,Finishing & Quality,Tuesday,Line-F2,0.6,3.94,1039.0,1440,0,0.0,0,No Style Change,12.0,0.909391667,0
2015-01-28,Q4,Stitching Unit,Wednesday,Line-S1,0.75,22.94,1252.5,6960,81,0.0,0,No Style Change,58.0,0.850362069,0
2015-01-27,Q4, Finishing & Quality ,Tuesday,Line-S2,0.75,3.94,1039.0,1200,0,0.0,0,No Style Change,10.0,0.788,0
2015-01-03,Q1,Stitching Unit,Saturday,Line-S1,0.8,28.08,800.5,6300,50,0.0,0,No Style Change,56.5,0.800725314,0
2015-02-08,Q2,Stitching Unit,Sunday,Line-Q2,0.8,22.52,1252.5,6720,88,0.0,0,No Style Change,56.0,0.9008,0
2015-02-09,Q2,Stitching Unit,Monday,Line-Q2,0.8,22.52,1127.0,120,88,0.0,0,No Style Change,56.0,0.9008,0
2015-03-05,Q1,Finishing & Quality,Thursday,Line-P1,0.8,2.9,1039.0,1200,0,0.0,0,No Style Change,10.0,0.927291667,0
2015-03-01,Q1,Stitching Unit,Sunday,Line-C2,0.75,29.4,800.5,6240,56,0.0,0,No Style Change,57.0,0.75075,0
2015-01-21,Q3, Finishing & Quality ,Wednesday,Line-C2,0.8,2.9,1039.0,2400,0,0.0,0,No Style Change,8.0,0.594871795,0
2015-02-18,Q3,Stitching Unit,Wednesday,Line-S3,0.7,30.1,1057.0,0,40,0.0,0,Minor Style Revision,58.0,0.700603448,0
2015-03-04,Q1,Finishing & Quality,Wednesday,Line-P2,0.8,4.6,1039.0,1080,0,0.0,0,No Style Change,9.0,0.885925926,0
2015-01-26,Q4,Stitching Unit,Monday,Line-C2,0.6,15.09,1252.5,360,23,0.0,0,No Style Change,52.0,0.600143365,0
2015-01-15,Q3,Stitching Unit,Thursday,Line-S1,0.8,26.16,1160.0,10620,75,0.0,0,No Style Change,59.0,0.850502311,0
2015-02-14,Q2,Stitching Unit,Saturday,Line-F1,0.75,30.1,800.5,7140,0,0.0,0,Minor Style Revision,59.0,0.750392157,0
2015-02-28,Q4,Stitching Unit,Saturday,Line-Q2,0.7,21.82,1252.5,6120,40,0.0,0,Minor Style Revision,51.0,0.700236601,0
2015-01-26,Q4,Stitching Unit,Monday,Line-F3,0.8,11.61,1072.0,5760,50,0.0,0,No Style Change,32.0,0.800386364,0
2015-01-24,Q4, Finishing & Quality ,Saturday,Line-C2,0.8,2.9,1039.0,1620,0,0.0,0,No Style Change,9.0,0.910521886,0
2015-02-12,Q2,Finishing & Quality,Thursday,Line-S1,0.8,3.94,1039.0,1440,0,0.0,0,No Style Change,12.0,0.664875,0
2015-01-11,Q2,Stitching Unit,Sunday,Line-C1,0.8,25.9,1012.0,10170,45,0.0,0,No Style Change,56.5,0.850136766,0
2015-01-01,Q1,Finishing & Quality,Thursday,Line-P1,0.7,4.15,1039.0,1440,0,0.0,0,No Style Change,12.0,0.436326389,0
2015-03-09,Q2,Finishing & Quality,Monday,Line-F1,0.75,3.94,1039.0,0,960,0.0,0,No Style Change,8.0,0.7953875,0
2015-02-17,Q3,Stitching Unit,Tuesday,Line-F3,0.75,18.79,800.5,3360,0,0.0,0,No Style Change,33.0,0.750621354,0
2015-02-03,Q1,Stitching Unit,Tuesday,Line-C1,0.7,24.26,1252.5,6720,0,0.0,0,No Style Change,56.0,0.541517857,0
2015-01-05,Q1, Finishing & Quality ,Monday,Line-S1,0.8,3.94,1039.0,1920,0,0.0,0,No Style Change,8.0,0.961059028,0
2015-01-15,Q3,Stitching Unit,Thursday,Line-S3,0.5499999999999998,22.52,1102.0,10170,30,0.0,0,No Style Change,56.5,0.660683293,0
2015-03-08,Q2,Stitching Unit,Sunday,Line-F3,0.6,23.41,1252.5,2520,23,0.0,0,Minor Style Revision,38.0,0.601037091,0
2015-01-17,Q3, Finishing & Quality ,Saturday,Line-F2,0.65,4.15,1039.0,2700,0,0.0,0,No Style Change,15.0,0.98719697,0
2015-02-18,Q3,Finishing & Quality,Wednesday,Line-C1,0.7,5.13,1039.0,960,0,0.0,0,No Style Change,8.0,0.671875,0
2015-01-21,Q3, Finishing & Quality ,Wednesday,Line-S1,0.65,3.94,1039.0,2400,0,0.0,0,No Style Change,8.0,0.505128205,0
2015-02-22,Q4,Finishing & Quality,Sunday,Line-Q2,0.8,3.94,1039.0,960,0,0.0,0,No Style Change,8.0,0.385791667,0
2015-02-17,Q3,Stitching Unit,Tuesday,Line-S3,0.7,30.1,1252.5,6960,50,0.0,0,Minor Style Revision,58.0,0.700603448,0
2015-03-03,Q1,Finishing & Quality,Tuesday,Line-F1,0.7,3.94,1039.0,3360,0,0.0,0,No Style Change,8.0,0.555430556,0
2015-02-11,Q2,Finishing & Quality,Wednesday,Line-F2,0.7,4.15,1039.0,240,0,0.0,0,No Style Change,2.0,0.87,0
2015-03-11,Q2,Stitching Unit,Wednesday,Line-Q1,0.75,18.79,800.5,5040,45,0.0,0,No Style Change,52.0,0.750347333,0
2015-02-01,Q1, Finishing & Quality ,Sunday,Line-S2,0.8,3.94,1039.0,1200,0,0.0,0,No Style Change,10.0,0.912766667,0
2015-02-22,Q4,Stitching Unit,Sunday,Line-C2,0.7,29.4,1146.0,6840,40,0.0,0,Major Design Shift,57.0,0.700614035,0
2015-02-23,Q4,Stitching Unit,Monday,Line-S2,0.7,30.33,800.5,2160,30,0.0,0,Minor Style Revision,58.0,0.700623,0
2015-01-27,Q4,Stitching Unit,Tuesday,Line-S2,0.75,22.52,1252.5,6840,119,0.0,0,No Style Change,57.0,1.000230409,0
2015-01-24,Q4, Finishing & Quality ,Saturday,Line-F2,0.7,4.15,1039.0,2700,0,0.0,0,No Style Change,15.0,0.966666667,0
2015-02-09,Q2,Finishing & Quality,Monday,Line-S1,0.8,3.94,1039.0,1200,0,0.0,0,No Style Change,10.0,0.962016667,0
2015-02-24,Q4,Stitching Unit,Tuesday,Line-F2,0.8,30.1,800.5,7140,50,0.0,0,No Style Change,60.0,0.800137255,0
2015-02-26,Q4,Finishing & Quality,Thursday,Line-Q2,0.7,2.9,1039.0,3360,0,0.0,0,No Style Change,8.0,0.410833333,0
2015-01-22,Q4,Stitching Unit,Thursday,Line-F3,0.8,11.61,955.0,6360,63,0.0,0,No Style Change,32.0,0.800191989,0
2015-01-24,Q4, Finishing & Quality ,Saturday,Line-S2,0.75,3.94,1039.0,1440,0,0.0,0,No Style Change,8.0,0.578314394,0
2015-01-05,Q1,Stitching Unit,Monday,Line-S2,0.8,28.08,800.5,6900,50,0.0,0,No Style Change,57.5,0.800076522,0
2015-03-08,Q2,Finishing & Quality,Sunday,Line-P1,0.8,2.9,1039.0,960,0,0.0,0,No Style Change,8.0,0.755208333,0
2015-02-19,Q3,Finishing & Quality,Thursday,Line-C2,0.7,5.13,1039.0,1920,0,0.0,0,No Style Change,8.0,0.672135417,0
2015-01-29,Q5,Stitching Unit,Thursday,Line-S3,0.8,22.52,1252.5,6840,100,0.0,0,No Style Change,57.0,0.950185965,0
2015-03-04,Q1,Stitching Unit,Wednesday,Line-Q2,0.7,21.82,1252.5,5760,30,0.0,0,No Style Change,53.0,0.700058333,0
2015-02-04,Q1,Finishing & Quality,Wednesday,Line-F3,0.7,2.9,1039.0,960,0,0.0,0,No Style Change,8.0,0.531666667,0
2015-01-07,Q1,Stitching Unit,Wednesday,Line-S2,0.8,28.08,800.5,10350,63,0.0,0,No Style Change,57.5,0.800594466,0
2015-01-25,Q4, Finishing & Quality ,Sunday,Line-S2,0.75,3.94,1039.0,1440,0,0.0,0,No Style Change,8.0,0.970075758,0
2015-02-04,Q1,Stitching Unit,Wednesday,Line-Q2,0.8,22.52,1108.0,6720,113,0.0,0,No Style Change,56.0,0.999995238,0
2015-02-04,Q1,Finishing & Quality,Wednesday,Line-C2,0.7,4.15,1039.0,3000,0,0.0,0,No Style Change,25.0,0.915766667,0
2015-01-06,Q1,Stitching Unit,Tuesday,Line-Q1,0.8,26.16,1252.5,10620,75,0.0,0,No Style Change,59.0,0.850502311,0
2015-03-09,Q2,Stitching Unit,Monday,Line-C2,0.65,30.48,953.0,6720,26,0.0,0,Minor Style Revision,56.0,0.650421429,0
2015-01-29,Q5,Stitching Unit,Thursday,Line-S2,0.8,22.52,1252.5,6840,113,0.0,0,No Style Change,57.0,1.000230409,0
2015-03-05,Q1,Stitching Unit,Thursday,Line-S2,0.6,15.28,800.5,1320,0,0.0,0,Minor Style Revision,46.0,0.600099145,0
2015-03-01,Q1,Stitching Unit,Sunday,Line-P1,0.8,11.61,800.5,0,50,4.0,20,No Style Change,57.0,0.682433036,1
2015-02-22,Q4,Stitching Unit,Sunday,Line-S2,0.7,30.33,800.5,6840,0,0.0,0,Minor Style Revision,57.0,0.700605263,0
2015-01-01,Q1,Stitching Unit,Thursday,Line-Q2,0.75,19.31,800.5,6480,45,0.0,0,No Style Change,54.0,0.712205247,0
2015-01-24,Q4,Stitching Unit,Saturday,Line-S2,0.75,22.94,1252.5,10260,94,0.0,0,No Style Change,57.0,0.90064806,0
2015-03-02,Q1,Finishing & Quality,Monday,Line-P2,0.8,4.6,1039.0,3780,0,0.0,0,No Style Change,9.0,0.607654321,0
2015-02-01,Q1, Finishing & Quality ,Sunday,Line-P2,0.75,4.08,1039.0,1080,0,0.0,0,No Style Change,9.0,0.702666667,0
2015-01-04,Q1, Finishing & Quality ,Sunday,Line-S1,0.8,3.94,1039.0,960,0,0.0,0,No Style Change,8.0,0.915229167,0
2015-01-10,Q2, Finishing & Quality ,Saturday,Line-C2,0.8,2.9,1039.0,1440,0,0.0,0,No Style Change,8.0,0.628882576,0
2015-01-25,Q4, Finishing & Quality ,Sunday,Line-F2,0.7,4.15,1039.0,3060,0,0.0,0,No Style Change,17.0,0.973796791,0
2015-02-02,Q1,Stitching Unit,Monday,Line-F2,0.5499999999999998,30.1,839.0,6960,0,0.0,0,No Style Change,58.0,0.500801724,0
2015-01-15,Q3,Stitching Unit,Thursday,Line-Q1,0.8,26.16,1252.5,10620,63,0.0,0,No Style Change,59.0,0.800117103,0
2015-02-16,Q3,Finishing & Quality,Monday,Line-C1,0.7,4.15,1039.0,1800,0,0.0,0,No Style Change,15.0,0.258,0
2015-01-25,Q4,Stitching Unit,Sunday,Line-F3,0.8,11.61,1181.0,5760,63,0.0,0,No Style Change,32.0,0.800386364,0
2015-02-09,Q2,Stitching Unit,Monday,Line-C2,0.5499999999999998,30.1,901.0,6960,0,0.0,0,Minor Style Revision,58.0,0.350301724,0
2015-02-01,Q1,Stitching Unit,Sunday,Line-S1,0.8,22.94,1252.5,3060,113,0.0,0,No Style Change,58.5,1.000402055,0
2015-03-08,Q2,Stitching Unit,Sunday,Line-Q1,0.75,18.79,1239.0,5640,45,0.0,0,No Style Change,52.0,0.750371895,0
2015-02-09,Q2,Finishing & Quality,Monday,Line-S2,0.8,3.94,1039.0,2160,0,0.0,0,No Style Change,18.0,1.057962963,0
2015-02-09,Q2,Stitching Unit,Monday,Line-C1,0.5499999999999998,30.1,842.0,6960,0,0.0,0,Minor Style Revision,58.0,0.350301724,0
2015-03-04,Q1,Stitching Unit,Wednesday,Line-F2,0.7,27.48,800.5,6960,40,0.0,0,No Style Change,58.0,0.700424138,0
2015-03-11,Q2,Finishing & Quality,Wednesday,Line-P2,0.8,4.6,1039.0,2160,0,0.0,0,No Style Change,9.0,0.922839506,0
2015-02-28,Q4,Finishing & Quality,Saturday,Line-P2,0.8,4.6,1039.0,3780,0,0.0,0,No Style Change,9.0,0.590617284,0
2015-02-23,Q4,Finishing & Quality,Monday,Line-C1,0.7,5.13,1039.0,960,0,0.0,0,No Style Change,8.0,0.356458333,0
2015-01-14,Q2,Stitching Unit,Wednesday,Line-S2,0.8,51.02,1086.0,4260,27,0.0,0,No Style Change,57.0,0.311207464,0
2015-01-19,Q3, Finishing & Quality ,Monday,Line-P1,0.7,4.15,1039.0,1440,0,0.0,0,No Style Change,8.0,0.409545455,0
2015-01-01,Q1, Finishing & Quality ,Thursday,Line-F1,0.75,3.94,1039.0,2160,0,0.0,0,No Style Change,18.0,0.593055556,0
2015-02-28,Q4,Finishing & Quality,Saturday,Line-Q1,0.75,2.9,1039.0,960,0,0.0,0,No Style Change,8.0,0.4078125,0
2015-01-19,Q3, Finishing & Quality ,Monday,Line-P2,0.8,2.9,1039.0,1440,0,0.0,0,No Style Change,8.0,0.793844697,0
2015-02-04,Q1,Stitching Unit,Wednesday,Line-Q1,0.8,22.52,1086.0,6960,50,0.0,0,No Style Change,58.0,0.799963218,0
2015-03-04,Q1,Finishing & Quality,Wednesday,Line-Q1,0.75,2.9,1039.0,960,0,0.0,0,No Style Change,8.0,0.83375,0
2015-02-16,Q3,Stitching Unit,Monday,Line-S1,0.8,22.52,1252.5,6840,113,0.0,0,No Style Change,57.0,1.000230409,0
2015-01-13,Q2,Stitching Unit,Tuesday,Line-Q1,0.8,26.16,1156.0,10620,75,0.0,0,No Style Change,59.0,0.850502311,0
2015-01-11,Q2, Finishing & Quality ,Sunday,Line-S2,0.8,3.94,1039.0,1440,0,0.0,0,No Style Change,8.0,0.820833333,0
2015-01-06,Q1,Stitching Unit,Tuesday,Line-Q2,0.75,28.08,1209.0,10530,45,0.0,0,No Style Change,58.5,0.750545455,0
2015-01-31,Q5, Finishing & Quality ,Saturday,Line-S3,0.8,3.94,1039.0,960,0,0.0,0,No Style Change,8.0,0.971866667,0
2015-01-03,Q1, Finishing & Quality ,Saturday,Line-S3,0.75,3.94,1039.0,1560,0,0.0,0,No Style Change,8.0,0.945277778,0
2015-01-21,Q3, Finishing & Quality ,Wednesday,Line-Q1,0.8,3.94,1039.0,2400,0,0.0,0,No Style Change,8.0,0.827147436,0
2015-02-12,Q2,Finishing & Quality,Thursday,Line-P2,0.8,4.08,1039.0,1080,0,0.0,0,No Style Change,9.0,0.838666667,0
2015-03-09,Q2,Finishing & Quality,Monday,Line-Q2,0.7,2.9,1039.0,0,960,0.0,0,No Style Change,8.0,0.477291667,0
2015-03-08,Q2,Finishing & Quality,Sunday,Line-Q1,0.75,2.9,1039.0,1080,0,0.0,0,No Style Change,9.0,0.929074074,0
2015-02-04,Q1,Stitching Unit,Wednesday,Line-C1,0.7,24.26,1252.5,6960,0,0.0,0,No Style Change,58.0,0.700612069,0
2015-03-01,Q1,Finishing & Quality,Sunday,Line-C1,0.8,4.6,1039.0,3360,0,0.0,0,No Style Change,8.0,0.350416667,0
2015-01-20,Q3,Stitching Unit,Tuesday,Line-Q1,0.8,26.16,800.5,10620,63,0.0,0,No Style Change,59.0,0.800117103,0
2015-01-25,Q4,Stitching Unit,Sunday,Line-F2,0.7,20.4,1217.0,10440,50,0.0,0,No Style Change,58.0,0.700250784,0
2015-03-01,Q1,Finishing & Quality,Sunday,Line-S2,0.7,3.9,1039.0,960,0,0.0,0,No Style Change,8.0,0.585,0
2015-01-13,Q2, Finishing & Quality ,Tuesday,Line-S1,0.8,3.94,1039.0,1440,0,0.0,0,No Style Change,2.0,0.951420455,0
2015-01-12,Q2, Finishing & Quality ,Monday,Line-F2,0.65,4.15,1039.0,1440,0,0.0,0,No Style Change,8.0,0.809564394,0
2015-02-23,Q4,Finishing & Quality,Monday,Line-Q1,0.8,2.9,1039.0,960,0,0.0,0,No Style Change,8.0,0.3715625,0
2015-01-06,Q1,Stitching Unit,Tuesday,Line-F1,0.8,28.08,925.0,10350,50,0.0,0,No Style Change,57.5,0.800594466,0
2015-02-22,Q4,Finishing & Quality,Sunday,Line-S3,0.5499999999999998,5.13,1039.0,1800,0,0.0,0,No Style Change,15.0,0.8721,0
2015-01-05,Q1,Stitching Unit,Monday,Line-C1,0.8,25.9,1252.5,6780,50,0.0,0,No Style Change,56.5,0.800684366,0
2015-02-23,Q4,Stitching Unit,Monday,Line-F1,0.8,30.1,891.0,7140,38,0.0,0,Minor Style Revision,59.0,0.800137255,0
2015-01-17,Q3,Stitching Unit,Saturday,Line-P2,0.8,11.61,1039.0,5670,63,0.0,0,No Style Change,31.5,0.800246753,0
2015-02-10,Q2,Stitching Unit,Tuesday,Line-S3,0.8,22.52,813.0,0,88,0.0,0,No Style Change,57.0,0.90047076,0
2015-01-06,Q1, Finishing & Quality ,Tuesday,Line-S3,0.75,4.15,1039.0,1800,0,0.0,0,No Style Change,10.0,0.899166667,0
2015-01-25,Q4,Stitching Unit,Sunday,Line-P1,0.75,42.97,800.5,10260,40,0.0,0,No Style Change,57.0,0.59114168,0
2015-02-19,Q3,Stitching Unit,Thursday,Line-Q1,0.7,18.79,1252.5,6120,30,0.0,0,Minor Style Revision,51.0,0.638614379,0
2015-01-10,Q2,Stitching Unit,Saturday,Line-C1,0.8,25.9,970.0,10170,60,0.0,0,No Style Change,56.5,0.850136766,0
2015-01-05,Q1,Stitching Unit,Monday,Line-F1,0.8,28.08,800.5,6900,50,0.0,0,No Style Change,57.5,0.800076522,0
2015-03-03,Q1,Finishing & Quality,Tuesday,Line-P2,0.8,4.6,1039.0,3780,0,0.0,0,No Style Change,9.0,0.636049383,0
2015-02-03,Q1, Finishing & Quality ,Tuesday,Line-S2,0.8,3.94,1039.0,2400,0,0.0,0,No Style Change,20.0,1.001416667,0
